,alti,drct,dwpf,feel,mslp,relh,sknt,tmpf,valid,vsby,skyc1_CLR,skyc1_FEW,skyc1_OVC,skyc1_SCT,skyc1_VV 
33,30.059996861581475,66.00864491647528,50.319817686414936,53.4,1016.800003565698,90.79933108888858,1.999971468922524,53.4,28-11-2020 09:15,9.399863050828117,0,0,0,0,0
34,30.063996918643635,0.0,50.17983566099373,52.3,1017.199996434302,94.39771009572176,0.0,52.3,28-11-2020 10:15,8.999771751380191,0,0,1,0,0
35,30.07999814547997,62.01415141442816,49.75982538980585,51.3,1017.949998217151,96.58369563046548,1.000228248619809,51.3,28-11-2020 11:15,8.200231101727557,0,0,0,0,0
36,30.089997432203027,134.0254497211087,48.93980085307922,50.2,1018.2,95.62736872137975,1.4002767514515186,50.2,28-11-2020 12:15,7.150365911068631,0,0,0,0,0
37,30.107998402259664,192.01586327907677,49.41986904235439,50.2,1018.999996434302,92.05896746030614,2.8003537853607043,50.2,28-11-2020 13:15,10.0,1,0,0,0,0
38,30.12599794576242,327.50017832941006,49.95986390676044,52.5,1019.4,84.90663418879015,4.000057062154952,52.5,28-11-2020 14:15,10.0,1,0,0,0,0
39,30.12799768898272,353.99948644060544,49.69978173725731,54.5,1019.2,74.29231586755876,5.200116977417652,54.5,28-11-2020 15:15,10.0,1,0,0,0,0
40,30.11599666186393,262.50869340371275,49.23962681350661,59.2,1018.4500017828487,62.38054209047206,4.800097005663419,59.2,28-11-2020 16:15,10.0,1,0,0,0,0
41,30.10199717542333,99.99286682359654,48.27957174852708,63.7,1018.2,55.474670822693625,1.9999572033837856,63.7,28-11-2020 17:15,10.0,1,0,0,0,0
42,30.083996918643635,207.99840225966133,48.43968672876931,64.2,1017.3500017828488,55.32302985777258,3.400233954835304,64.2,28-11-2020 18:15,10.0,1,0,0,0,0
43,30.07399691864364,128.00567768441775,47.65954435869271,64.4,1017.100003565698,52.83493088346482,1.6001512147106236,64.4,28-11-2020 19:15,10.0,1,0,0,0,0
44,30.073997631920573,120.02325282814306,48.79956918073011,64.9,1017.4500017828487,56.87922609452346,2.4004622034551133,64.9,28-11-2020 20:15,10.0,1,0,0,0,0
45,30.07999814547997,130.02525000356638,51.45927901967218,62.1,1017.7500017828488,72.29580721550948,2.200388022653676,62.1,28-11-2020 21:15,10.0,1,0,0,0,0
46,30.08399763192057,187.99469321958944,50.81936118917531,57.2,1017.9500017828487,79.49569137933494,2.8000399435084664,57.2,28-11-2020 22:15,10.0,1,0,0,0,0
47,30.109998145479967,243.98293841566928,49.0196122626571,57.6,1019.099996434302,77.470757500107,2.3998630508281145,57.6,28-11-2020 23:15,10.0,1,0,0,0,0
48,30.109997432203027,60.00941525556713,49.11966361859656,53.6,1018.8999928686042,88.02674103767531,0.6000941525556712,53.6,29-11-2020 00:15,10.0,1,0,0,0,0
49,30.11799768898273,0.0,48.67972011012996,51.3,1019.299996434302,90.9367023780653,0.0,51.3,29-11-2020 01:15,10.0,1,0,0,0,0
50,30.12799768898272,0.0,48.21977916946033,50.2,1019.5499946514532,93.9231549665473,0.0,50.2,29-11-2020 02:15,9.400077033909186,1,0,0,0,0
51,30.12799768898272,9.998716101513574,48.25982538980585,48.69,1019.449994651453,96.9296473558824,0.5999229660908144,49.5,29-11-2020 03:15,9.000014265538738,1,0,0,0,0
52,30.121997175423328,19.99743220302715,47.73982795760282,49.6,1019.099992868604,96.15952510021542,0.5999229660908144,49.6,29-11-2020 04:15,7.000271045236024,1,0,0,0,0
